name,policy_family,policy_scope,target_support_count,min_support_prob,min_margin,max_ne_gap,changed_from_stage92c,accuracy,macro_f1_all3,support_recall,refute_recall,ne_recall,support_f1,refute_f1,ne_f1,support_pred_count,refute_pred_count,ne_pred_count,false_NE_total,false_entitlement_total,polarity_error_total,acc_delta_vs_stage92c,macro_delta_vs_stage92c,support_recall_delta_vs_stage92c,refute_recall_delta_vs_stage92c,false_NE_delta_vs_stage92c,false_entitlement_delta_vs_stage92c,clean_safe,clean_safe_loose,clean_diagnostic_score
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.2,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.25,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.3,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.35,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.4,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.15 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.15,0.5,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.15,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.2,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.25,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.3,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.35,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.4,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.15 min_margin=-0.1 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.15,-0.1,0.5,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.4,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_threshold min_p=0.2 min_margin=-0.45 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.45,0.5,12,0.9611111111111111,0.946256215267622,1.0,1.0,0.9481481481481482,0.8653846153846153,1.0,0.973384030418251,118,90,512,0,28,0,-0.016666666666666607,-0.021520369050315735,0.0,0.0,0,12,False,False,2.280967326378733
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.4,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_threshold min_p=0.2 min_margin=-0.4 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.4,0.5,10,0.9638888888888889,0.9497061586927286,1.0,1.0,0.9518518518518518,0.8737864077669902,1.0,0.9753320683111955,116,90,514,0,26,0,-0.01388888888888884,-0.01807042562520922,0.0,0.0,0,10,False,False,2.291595047581618
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.4,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.35 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.35,0.5,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.3,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.35,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.4,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.3 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.3,0.5,8,0.9666666666666667,0.9532085561497325,1.0,1.0,0.9555555555555556,0.8823529411764706,1.0,0.9772727272727273,114,90,516,0,24,0,-0.011111111111111072,-0.014568028168205238,0.0,0.0,0,8,False,False,2.3022752228163994
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.25 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.25,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.3 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.3,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.35 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.35,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.4 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.4,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.25 max_gap=0.5 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.25,0.5,7,0.9680555555555556,0.9549799367109255,1.0,1.0,0.9574074074074074,0.8866995073891626,1.0,0.9782403027436141,113,90,517,0,23,0,-0.009722222222222188,-0.012796647607012268,0.0,0.0,0,7,False,False,2.3076354922664812
Stage92C clean_threshold min_p=0.2 min_margin=-0.2 max_gap=0.1 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.2,0.1,2,0.975,0.9640472521828455,1.0,1.0,0.9666666666666667,0.9090909090909091,1.0,0.983050847457627,108,90,522,0,18,0,-0.002777777777777768,-0.0037293321350923003,0.0,0.0,0,2,False,False,2.3346472521828456
Stage92C clean_threshold min_p=0.2 min_margin=-0.2 max_gap=0.15 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.2,0.15,4,0.9722222222222222,0.960377358490566,1.0,1.0,0.9629629629629629,0.9,1.0,0.9811320754716981,110,90,520,0,20,0,-0.005555555555555536,-0.007399225827371736,0.0,0.0,0,4,False,False,2.3237995807127882
Stage92C clean_threshold min_p=0.2 min_margin=-0.2 max_gap=0.2 scope=ne_only,clean_threshold_override,ne_only,,0.2,-0.2,0.2,6,0.9694444444444444,0.9567650526867432,1.0,1.0,0.9592592592592593,0.8910891089108911,1.0,0.9792060491493384,112,90,518,0,22,0,-0.008333333333333304,-0.011011531631194615,0.0,0.0,0,6,False,False,2.313009497131188
